,Customer Number,Campaign Period Sales,Historical Sales Volume,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language,Service Level,Date of Last Transaction,Number of Transactions,Email Available,Buy,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group
12652,28422208,0.0,904622.5066666668,1987-03-01,23,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2012-08-22,23,True,0,12445,3139,Mid-term,English
12653,28423936,0.0,1583218.0333333334,1996-01-01,23,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2010-01-10,23,True,0,9217,4094,Mid-term,English
12654,28424271,0.0,149284.19047619047,1989-07-01,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-12-22,20,True,0,11592,2652,Mid-term,English
12656,28431109,0.0,636558.5142857144,1991-05-01,18,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-11-26,18,True,0,10923,3774,Mid-term,English
12657,28431542,0.0,309719.5,1989-10-01,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2015-10-08,15,True,0,11500,1997,Mid-term,English
12658,28436548,146.68571428571428,199492.57142857142,1991-02-15,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-10-27,17,False,1,10998,1978,Mid-term,English
12659,28438616,0.0,306742.80000000005,1992-08-01,15,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2010-04-20,15,False,0,10465,3994,Mid-term,English
12660,28441773,0.0,332949.76,1998-02-01,17,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-11-10,17,True,0,8455,2329,Mid-term,English
12661,28441979,0.0,568928.0000000001,2001-06-04,21,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,Unknown,Premier,2014-01-28,21,True,0,7236,2615,Mid-term,Unknown
12662,28442561,0.0,53958.528000000006,1987-08-15,6,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-08-29,6,True,0,12278,2402,Mid-term,English
12663,28443383,0.0,716997.6,1998-06-22,15,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-12-07,15,True,0,8314,3398,Mid-term,English
12664,28444122,440.21333333333337,1404280.5333333334,1993-09-15,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-07-12,22,True,1,10055,3180,Mid-term,English
12666,28445759,74.85333333333334,180546.24000000002,1974-05-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2016-08-07,18,False,1,17132,1693,Long-term,English
12668,28449807,0.0,887752.3809523811,1990-03-01,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-10-13,22,False,0,11349,3818,Mid-term,English
12669,28450646,0.0,1658049.12,2017-03-20,21,False,False,False,AUTO RENEW,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2013-12-20,21,False,0,1468,2654,Short-term,English
12670,28453878,0.0,69427.20000000001,1993-08-01,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-12-20,16,True,0,10100,2654,Mid-term,English
12671,28454757,0.0,464572.80000000005,1990-08-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-12-09,19,True,0,11196,2665,Mid-term,English
12672,28458364,0.0,175838.09523809524,1992-05-01,10,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2014-01-14,10,True,0,10557,2629,Mid-term,English
12674,28462777,0.0,677366.3999999999,1989-05-01,15,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-12-30,15,True,0,11653,3009,Mid-term,English
12675,28462853,0.0,560597.142857143,2006-06-01,15,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-05-12,15,True,0,5413,2511,Short-term,English
12676,28463240,0.0,480292.80000000005,1992-09-01,15,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-12-11,15,True,0,10434,3028,Mid-term,English
12677,28464662,0.0,1566804.7733333334,1990-08-01,23,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,Unknown,Standard,2002-08-27,23,True,0,11196,6787,Mid-term,Unknown
12678,28465482,0.0,321425.27999999997,1989-04-01,12,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-09-30,12,False,0,11683,3466,Mid-term,English
12679,28467241,209.3904761904762,594668.9523809524,1971-08-01,20,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-08-04,20,True,1,18136,2427,Long-term,English
12680,28468551,0.0,118767.2,1989-12-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-02-13,21,True,0,11439,2234,Mid-term,English
12681,28468755,0.0,96320.64000000001,1985-04-01,18,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2015-10-25,18,True,0,13144,1980,Mid-term,English
12682,28471223,0.0,165456.72000000003,2014-12-21,3,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-09-10,3,True,0,2288,3120,Short-term,English
12683,28471998,139.66666666666666,87571.0,1994-05-15,19,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2014-10-14,19,True,1,9813,2356,Mid-term,English
12684,28472346,0.0,423669.7142857143,1989-01-01,20,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-06-30,20,True,0,11773,3192,Mid-term,English
12685,28474908,0.0,15919.75,1989-03-01,7,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,51-100,English,Standard,2017-10-09,7,True,0,11714,1265,Mid-term,English
12687,28482249,0.0,1183727.4400000002,1991-08-15,21,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,Spanish,Premier,2003-10-17,21,False,0,10817,6371,Mid-term,European
12688,28482429,0.0,264050.80000000005,1980-09-15,15,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-02-26,15,True,0,14803,3317,Long-term,English
12689,28486213,808.24,614262.4,1994-02-15,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2007-05-16,20,True,1,9902,5064,Mid-term,English
12690,28487195,0.0,556074.7733333333,1995-12-15,19,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-07-13,19,True,0,9234,3179,Mid-term,English
12691,28487875,0.0,1520410.3199999998,1983-06-01,25,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,Y,N,Y,N,N,Y,11-50,English,Premier,2013-03-07,25,True,0,13814,2942,Mid-term,English
12692,28487901,492.128,283465.728,1974-07-01,18,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,11-50,English,Premier,2012-12-13,18,False,1,17071,3026,Long-term,English
12694,28491289,0.0,470324.6080000001,1993-05-01,23,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-02-08,23,True,0,10192,2604,Mid-term,English
12695,28492692,0.0,650556.8333333335,1988-12-01,13,False,True,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,51-100,English,Premier,2012-10-16,13,True,0,11804,3084,Mid-term,English
12696,28496529,0.0,587051.1238095239,1991-03-01,17,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-05-03,17,True,0,10984,3616,Mid-term,English
12697,28496665,0.0,645040.0,2009-01-20,22,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2010-06-25,22,True,0,4449,3928,Short-term,English
12698,28501649,0.0,187253.33333333337,1997-03-15,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,11-50,English,Premier,2005-07-30,16,True,0,8778,5719,Mid-term,English
12699,28508362,241.56,155806.2,1992-03-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,Unknown,Premier,2011-12-06,15,True,1,10604,3399,Mid-term,Unknown
12700,28517395,329.8,444900.2,1993-06-15,19,False,False,False,NOTICE,BILLING,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2015-01-01,19,True,1,10147,2277,Mid-term,English
12702,28522223,0.0,135427.80952380956,1995-03-01,20,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-08-29,20,False,0,9523,3132,Mid-term,English
12703,28522242,0.0,380744.0,1989-09-01,12,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-10-24,12,False,0,11530,2711,Mid-term,English
12706,28539589,0.0,42358.4,1988-03-01,20,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-10-02,20,True,0,12079,2733,Mid-term,English
12707,28542539,0.0,7315360.000000002,1988-05-01,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,500+,English,Premier,2005-07-22,15,True,0,12018,5727,Mid-term,English
12708,28543202,0.0,106843.71428571429,1991-08-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-03-11,15,True,0,10817,2573,Mid-term,English
12709,28543385,0.0,361708.20000000007,1986-07-01,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-02-06,15,True,0,12688,2606,Mid-term,English
12710,28544340,0.0,927843.8000000002,1992-10-01,21,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-10-29,21,True,0,10404,3437,Mid-term,English
12711,28544617,0.0,2722451.2,1989-03-15,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,101-500,Unknown,Premier,2011-08-01,16,True,0,11700,3526,Mid-term,Unknown
12713,28547651,0.0,362304.00000000006,1996-08-15,12,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2009-04-18,12,False,0,8990,4361,Mid-term,English
12714,28548806,0.0,1253836.8761904764,1997-11-01,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-03-20,20,False,0,8547,3294,Mid-term,English
12715,28549566,0.0,333167.82857142866,2015-04-30,9,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2008-09-30,9,True,0,2158,4561,Short-term,English
12716,28550713,0.0,489733.44,1988-01-01,21,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-01-23,21,False,0,12139,2985,Mid-term,English
12717,28558800,0.0,155340.8,2006-07-26,12,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-09-24,12,False,0,5358,2376,Short-term,English
12718,28563268,0.0,118035.2380952381,2004-01-05,10,False,True,True,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,6-10,English,Premier,2013-10-28,10,True,0,6291,2707,Short-term,English
12719,28563810,0.0,149921.66666666666,2018-03-01,23,True,True,True,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-05-23,23,True,0,1122,3596,Short-term,English
12720,28564124,0.0,366320.0,1995-09-01,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-04-11,15,True,0,9339,2177,Mid-term,English
12722,28570066,1065.5233333333335,1619595.466666667,1981-11-01,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2009-07-05,20,True,1,14391,4283,Long-term,English
12724,28572374,0.0,830508.8,1991-09-15,24,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-07-28,24,True,0,10786,2434,Mid-term,English
12725,28575409,0.0,255234.0,1998-02-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-12-04,21,True,0,8455,3035,Mid-term,English
12726,28575633,0.0,310978.9714285714,1991-12-25,12,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2009-10-11,12,False,0,10685,4185,Mid-term,English
12727,28575746,241.94285714285718,143714.05714285717,1994-10-15,11,True,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-12-14,11,True,1,9660,2660,Mid-term,English
12728,28577664,0.0,613516.7999999999,1996-02-01,18,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2011-05-08,18,False,0,9186,3611,Mid-term,English
12729,28579358,0.0,30939.428571428576,1991-10-15,10,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-11-27,10,False,0,10756,2312,Mid-term,English
12730,28581152,804.0761904761906,1872693.447619048,1973-06-01,17,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2002-12-03,17,True,1,17466,6689,Long-term,English
12731,28582544,364.86400000000003,242634.56000000003,1979-04-15,7,False,False,False,NOTICE,WEB,N,Y,N,N,N,N,N,N,Y,11-50,English,Premier,2014-06-09,7,True,1,15322,2483,Long-term,English
12732,28585946,0.0,46262.880000000005,1996-06-15,12,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-09-12,12,True,0,9051,2388,Mid-term,English
12734,28591055,325.1980952380953,735272.8933333334,1993-01-15,17,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-10-16,17,True,1,10298,2719,Mid-term,English
12735,28591462,468.32,252892.8,1994-06-01,4,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2012-02-19,4,True,1,9796,3324,Mid-term,English
12736,28593391,0.0,1473551.9999999998,1992-06-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2011-11-25,18,True,0,10526,3410,Mid-term,English
12737,28597349,0.0,1203289.4342857143,1996-02-15,19,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-12-03,19,True,0,9172,3402,Mid-term,English
12739,28607137,0.0,132639.46666666667,1994-06-15,23,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,1-5,English,Premier,2015-10-05,23,True,0,9782,2000,Mid-term,English
12741,28607795,0.0,1454073.142857143,1988-03-15,23,False,True,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2006-07-16,23,True,0,12065,5368,Mid-term,English
12742,28614813,0.0,344903.25333333336,1987-11-01,17,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2013-08-15,17,True,0,12200,2781,Mid-term,English
12743,28616106,0.0,852390.0,1992-02-01,11,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,101-500,English,Standard,2015-10-21,11,False,0,10647,1984,Mid-term,English
12744,28618054,0.0,1453781.2799999998,1995-12-15,36,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,Y,Y,51-100,English,Premier,2010-10-24,36,False,0,9234,3807,Mid-term,English
12746,28621808,354.2857142857143,141714.2857142857,2007-03-16,20,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-10-01,20,False,1,5125,3465,Short-term,English
12747,28623884,0.0,529708.6666666667,1997-03-15,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-11-04,22,True,0,8778,2335,Mid-term,English
12749,28627638,0.0,70398.72,2006-01-10,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2010-11-14,18,True,0,5555,3786,Short-term,English
12750,28627788,0.0,477477.94285714277,1989-03-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-07-02,18,False,0,11714,2460,Mid-term,English
12752,28629443,717.0133333333333,197895.68,1993-11-15,12,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2008-08-25,12,True,1,9994,4597,Mid-term,English
12754,28644285,0.0,952411.2000000001,1999-03-09,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2012-12-29,20,True,0,8054,3010,Mid-term,English
12755,28646926,0.0,180331.04761904763,1985-03-01,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2016-08-09,20,True,0,13175,1691,Mid-term,English
12756,28657356,0.0,848630.570666667,1986-07-01,14,False,False,False,AUTO RENEW,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-11-23,14,True,0,12688,2681,Mid-term,English
12757,28658161,0.0,1264460.7040000001,2002-05-14,13,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2010-02-07,13,True,0,6892,4066,Mid-term,English
12758,28663941,0.0,262802.28571428574,1992-04-01,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2016-01-06,20,True,0,10587,1907,Mid-term,English
12759,28665715,320.59047619047624,721328.5714285715,1993-02-15,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,Italian,Standard,2012-05-29,18,True,1,10267,3224,Mid-term,European
12760,28667602,0.0,476784.0,2001-07-17,22,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2013-08-21,22,True,0,7193,2775,Mid-term,English
12761,28667988,0.0,338938.28571428574,1990-07-01,10,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2012-11-12,10,False,0,11227,3057,Mid-term,English
12762,28679205,0.0,193247.80000000002,1993-04-01,15,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-08-12,15,True,0,10222,2784,Mid-term,English
12763,28682258,195.7866666666667,193828.80000000002,1979-11-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-12-15,15,True,1,15108,1929,Long-term,English
12764,28682414,0.0,127608.80000000002,1988-03-15,17,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-09-08,17,True,0,12065,3488,Mid-term,English
12765,28684521,0.0,928890.9240000002,2011-02-05,19,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2009-09-09,19,False,0,3703,4217,Short-term,English
12766,28686474,0.0,418563.19999999995,1990-03-01,22,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-04-03,22,True,0,11349,2550,Mid-term,English
12767,28688800,0.0,257548.56399999998,1991-09-30,21,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,German,Premier,2011-07-21,21,True,0,10771,3537,Mid-term,European
12768,28692264,559.3219047619048,814372.6933333334,2011-06-03,16,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-04-04,16,True,1,3585,4010,Short-term,English
12769,28694143,0.0,590794.0800000001,2008-06-10,18,False,False,False,NOTICE,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2014-05-26,18,True,0,4673,2497,Short-term,English
12770,28694874,0.0,228026.05714285714,2008-04-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2009-12-23,19,True,0,4743,4112,Short-term,English
12771,28695541,0.0,173273.06666666665,1995-04-15,17,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-07-23,17,True,0,9478,3535,Mid-term,English
12772,28696136,345.3904761904762,152662.59047619047,2014-05-27,13,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-12-03,13,True,1,2496,3402,Short-term,English
12774,28696894,0.0,777896.9600000001,1997-07-01,16,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,51-100,English,Premier,2015-05-20,16,True,0,8670,2138,Mid-term,English
12775,28703875,337.5238095238096,899163.4285714288,1994-02-15,18,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-01-29,18,True,1,9902,3345,Mid-term,English
12776,28708524,0.0,265525.54285714286,1990-10-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2010-05-23,19,True,0,11135,3961,Mid-term,English
12777,28709181,0.0,463211.20000000007,1990-02-01,6,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,11-50,Unknown,Premier,2011-06-09,6,False,0,11377,3579,Mid-term,Unknown
12778,28709979,317.84761904761905,464693.2190476191,1980-05-01,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-06-18,17,True,1,14940,3204,Long-term,English
12779,28711854,0.0,126493.7142857143,1995-05-15,4,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-05-12,4,True,0,9448,2511,Mid-term,English
12780,28714065,0.0,261995.06666666674,2005-12-20,7,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-10-01,7,True,0,5576,2369,Short-term,English
12781,28714430,0.0,318532.032,1990-03-15,21,False,True,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-02-26,21,True,0,11335,2586,Mid-term,English
12782,28717089,0.0,45192.0,1990-03-01,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-03-05,20,False,0,11349,2579,Mid-term,English
12783,28717575,0.0,579090.2857142858,1996-04-15,15,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-02-03,15,True,0,9112,4070,Mid-term,English
12784,28717713,159.6952380952381,217984.0,1977-05-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-07-26,21,True,1,16036,2071,Long-term,English
12785,28717837,284.32,162062.4,1993-12-01,19,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2010-09-24,19,True,1,9978,3837,Mid-term,English
12786,28718784,0.0,202025.62285714288,1991-08-15,9,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,6-10,English,Standard,2013-09-02,9,False,0,10817,2763,Mid-term,English
12787,28722631,0.0,679754.1333333333,1985-07-01,14,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-08-01,14,False,0,13053,2795,Mid-term,English
12788,28726921,0.0,764871.7714285714,1995-10-15,17,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-05-16,17,True,0,9295,3968,Mid-term,English
12789,28730157,0.0,743674.2857142858,2006-07-05,15,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,Spanish,Standard,2013-09-16,15,True,0,5379,2749,Short-term,European
12790,28733008,0.0,543018.6666666667,2017-11-30,28,False,True,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-01-18,28,True,0,1213,3356,Short-term,English
12791,28734319,739.6,2272051.2,1994-02-15,24,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2014-07-21,24,False,1,9902,2441,Mid-term,English
12792,28737874,0.0,294913.0971428572,2000-04-24,24,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-09-18,24,True,0,7642,3112,Mid-term,English
12793,28743730,0.0,76581.6,1996-03-15,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2014-06-28,17,True,0,9143,2464,Mid-term,English
12795,28750563,0.0,117917.04000000001,1988-12-25,19,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2014-02-14,19,False,0,11780,2598,Mid-term,English
12796,28754413,0.0,230914.62857142862,1992-09-01,18,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-07-28,18,True,0,10434,2434,Mid-term,English
12798,28757050,0.0,366547.3066666667,1996-04-15,13,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2012-04-29,13,False,0,9112,3254,Mid-term,English
12799,28757232,0.0,413460.11466666666,1996-10-15,19,False,True,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,Y,N,Y,1-5,English,Premier,2004-05-31,19,False,0,8929,6144,Mid-term,English
12800,28760630,0.0,146065.92,1988-08-15,11,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2013-10-20,11,True,0,11912,2715,Mid-term,English
12801,28761876,0.0,1622764.0,2017-11-22,22,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2012-05-03,22,True,0,1221,3250,Short-term,English
12802,28764745,0.0,965697.6000000002,1990-12-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-05-13,21,True,0,11074,3606,Mid-term,English
12803,28767617,996.7533333333333,2215782.6599999997,1977-11-01,19,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2010-02-07,19,False,1,15852,4066,Long-term,English
12805,28771127,207.9257142857143,259491.29142857145,1993-11-01,13,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-07-24,13,True,1,10008,2073,Mid-term,English
12807,28781353,0.0,398001.7708333334,2002-07-26,7,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,51-100,Unknown,Premier,2011-07-26,7,True,0,6819,3532,Mid-term,Unknown
12808,28782060,0.0,745389.2333333333,1991-03-15,13,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,11-50,Spanish,Premier,2012-10-19,13,True,0,10970,3081,Mid-term,European
